GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
The Platform Commons,org.influxdata.platform.error,InfluxException,2,94,1,19,1,30,1,15,0,6
The Platform Commons,org.influxdata.platform,Arguments,22,133,1,27,2,19,2,21,1,8
